Free surface data file
xf,yf,zf = collocation points
xs,ys,zs = source points
phif = potential on the free surface
sigma = source strength (this is the solution I got)
Number of free surface nodes =  2486
 xf            yf             zf             xs             ys             zs             phif           sigma
 0.126648E+02  0.232952E+01   0.830209E-02   0.126648E+02   0.232952E+01   0.399598E+00   0.103916E+00  -0.263310E-03
 0.130161E+02  0.232952E+01   0.627709E-02   0.130161E+02   0.232952E+01   0.397573E+00   0.951552E-01  -0.348381E-03
 0.133798E+02  0.232952E+01   0.459653E-02   0.133798E+02   0.232952E+01   0.395892E+00   0.889220E-01  -0.334203E-03
 0.137564E+02  0.232952E+01   0.355498E-02   0.137564E+02   0.232952E+01   0.394851E+00   0.841006E-01  -0.278545E-03
 0.141465E+02  0.232952E+01   0.308950E-02   0.141465E+02   0.232952E+01   0.394385E+00   0.796820E-01   0.143603E-04
 0.145504E+02  0.232952E+01   0.281544E-02   0.145504E+02   0.232952E+01   0.394111E+00   0.752520E-01  -0.421530E-03
 0.149687E+02  0.232952E+01   0.246554E-02   0.149687E+02   0.232952E+01   0.393761E+00   0.710531E-01   0.477146E-04
 0.154018E+02  0.232952E+01   0.228468E-02   0.154018E+02   0.232952E+01   0.393580E+00   0.671695E-01   0.133109E-03
 0.158504E+02  0.232952E+01   0.205397E-02   0.158504E+02   0.232952E+01   0.393350E+00   0.635021E-01  -0.475395E-04
 0.163150E+02  0.232952E+01   0.173789E-02   0.163150E+02   0.232952E+01   0.393034E+00   0.601746E-01  -0.105298E-03
 0.167960E+02  0.232952E+01   0.147758E-02   0.167960E+02   0.232952E+01   0.392773E+00   0.572259E-01   0.207750E-04
 0.172942E+02  0.232952E+01   0.131454E-02   0.172942E+02   0.232952E+01   0.392610E+00   0.545083E-01   0.768649E-04
 0.178101E+02  0.232952E+01   0.123636E-02   0.178101E+02   0.232952E+01   0.392532E+00   0.518667E-01   0.178515E-03
 0.183444E+02  0.232952E+01   0.110003E-02   0.183444E+02   0.232952E+01   0.392396E+00   0.493081E-01  -0.610714E-04
 0.188976E+02  0.232952E+01   0.856411E-03   0.188976E+02   0.232952E+01   0.392152E+00   0.470687E-01  -0.123076E-04
 0.194706E+02  0.232952E+01   0.685356E-03   0.194706E+02   0.232952E+01   0.391981E+00   0.451354E-01   0.781412E-04
 0.200639E+02  0.232952E+01   0.567322E-03   0.200639E+02   0.232952E+01   0.391863E+00   0.432566E-01   0.757092E-04
 0.206783E+02  0.232952E+01   0.454357E-03   0.206783E+02   0.232952E+01   0.391750E+00   0.413687E-01   0.335454E-04
 0.213146E+02  0.232952E+01   0.364962E-03   0.213146E+02   0.232952E+01   0.391661E+00   0.396360E-01   0.364028E-04
 0.219736E+02  0.232952E+01   0.285154E-03   0.219736E+02   0.232952E+01   0.391581E+00   0.381516E-01   0.465640E-04
 0.226559E+02  0.232952E+01   0.151772E-03   0.226559E+02   0.232952E+01   0.391448E+00   0.368384E-01   0.666085E-04
 0.233626E+02  0.232952E+01  -0.425844E-04   0.233626E+02   0.232952E+01   0.391253E+00   0.355724E-01   0.975568E-04
 0.240944E+02  0.232952E+01  -0.242849E-03   0.240944E+02   0.232952E+01   0.391053E+00   0.341412E-01   0.117662E-03
 0.248522E+02  0.232952E+01  -0.498607E-03   0.248522E+02   0.232952E+01   0.390797E+00   0.325159E-01   0.972628E-04
 0.256370E+02  0.232952E+01  -0.759898E-03   0.256370E+02   0.232952E+01   0.390536E+00   0.308268E-01   0.963839E-04
 0.264497E+02  0.232952E+01  -0.936434E-03   0.264497E+02   0.232952E+01   0.390359E+00   0.290475E-01   0.948004E-04
 0.272913E+02  0.232952E+01  -0.105336E-02   0.272913E+02   0.232952E+01   0.390242E+00   0.271290E-01   0.745308E-04
 0.281628E+02  0.232952E+01  -0.117307E-02   0.281628E+02   0.232952E+01   0.390123E+00   0.252533E-01   0.668190E-04
 0.290654E+02  0.232952E+01  -0.114332E-02   0.290654E+02   0.232952E+01   0.390152E+00   0.234521E-01   0.120546E-03
-0.200000E+02  0.275221E+01   0.973296E-03  -0.200000E+02   0.275221E+01   0.413452E+00  -0.319389E-01  -0.329520E-03
-0.192860E+02  0.275221E+01   0.973296E-03  -0.192860E+02   0.275221E+01   0.413452E+00  -0.319389E-01   0.546287E-04
-0.186100E+02  0.275221E+01   0.152613E-02  -0.186100E+02   0.275221E+01   0.414005E+00  -0.323366E-01   0.204794E-03
-0.179700E+02  0.275221E+01   0.226736E-02  -0.179700E+02   0.275221E+01   0.414746E+00  -0.341071E-01   0.161553E-03
-0.173640E+02  0.275221E+01   0.273318E-02  -0.173640E+02   0.275221E+01   0.415212E+00  -0.369013E-01   0.434997E-04
-0.167902E+02  0.275221E+01   0.290075E-02  -0.167902E+02   0.275221E+01   0.415379E+00  -0.398505E-01  -0.178970E-04
-0.162470E+02  0.275221E+01   0.302618E-02  -0.162470E+02   0.275221E+01   0.415505E+00  -0.425731E-01   0.169090E-04
-0.157326E+02  0.275221E+01   0.328001E-02  -0.157326E+02   0.275221E+01   0.415759E+00  -0.453161E-01   0.830276E-04
-0.152456E+02  0.275221E+01   0.354441E-02  -0.152456E+02   0.275221E+01   0.416023E+00  -0.482741E-01   0.315743E-04
-0.147845E+02  0.275221E+01   0.378479E-02  -0.147845E+02   0.275221E+01   0.416263E+00  -0.513605E-01  -0.530241E-04
-0.143480E+02  0.275221E+01   0.412995E-02  -0.143480E+02   0.275221E+01   0.416609E+00  -0.546138E-01   0.347643E-04
-0.139346E+02  0.275221E+01   0.454078E-02  -0.139346E+02   0.275221E+01   0.417019E+00  -0.581684E-01   0.182675E-03
-0.135433E+02  0.275221E+01   0.494661E-02  -0.135433E+02   0.275221E+01   0.417425E+00  -0.620244E-01   0.145078E-03
-0.131727E+02  0.275221E+01   0.527900E-02  -0.131727E+02   0.275221E+01   0.417758E+00  -0.660433E-01   0.292305E-04
-0.128219E+02  0.275221E+01   0.559091E-02  -0.128219E+02   0.275221E+01   0.418070E+00  -0.701129E-01   0.514495E-04
-0.124897E+02  0.275221E+01   0.594744E-02  -0.124897E+02   0.275221E+01   0.418426E+00  -0.742501E-01  -0.126829E-03
-0.121752E+02  0.275221E+01   0.636160E-02  -0.121752E+02   0.275221E+01   0.418840E+00  -0.785208E-01   0.479704E-03
-0.118774E+02  0.275221E+01   0.680807E-02  -0.118774E+02   0.275221E+01   0.419287E+00  -0.829644E-01  -0.116735E-02
-0.115955E+02  0.275221E+01   0.711826E-02  -0.115955E+02   0.275221E+01   0.419597E+00  -0.874842E-01   0.127388E-02
-0.113286E+02  0.275221E+01   0.795573E-02  -0.113286E+02   0.275221E+01   0.420434E+00  -0.922477E-01   0.626126E-04
-0.110758E+02  0.275221E+01   0.870128E-02  -0.110758E+02   0.275221E+01   0.421180E+00  -0.973788E-01   0.497225E-03
-0.108365E+02  0.275221E+01   0.938094E-02  -0.108365E+02   0.275221E+01   0.421860E+00  -0.102751E+00   0.568436E-04
-0.106099E+02  0.275221E+01   0.999556E-02  -0.106099E+02   0.275221E+01   0.422474E+00  -0.108246E+00   0.651633E-04
-0.103954E+02  0.275221E+01   0.105775E-01  -0.103954E+02   0.275221E+01   0.423056E+00  -0.113791E+00  -0.402066E-05
-0.101923E+02  0.275221E+01   0.111666E-01  -0.101923E+02   0.275221E+01   0.423645E+00  -0.119364E+00   0.122393E-03
-0.100000E+02  0.276193E+01   0.117273E-01  -0.100000E+02   0.276193E+01   0.424206E+00  -0.124746E+00   0.629043E-04
-0.980769E+01  0.278721E+01   0.122427E-01  -0.980769E+01   0.278721E+01   0.424721E+00  -0.129972E+00   0.247676E-03
-0.960458E+01  0.282297E+01   0.127275E-01  -0.960458E+01   0.282297E+01   0.425206E+00  -0.135408E+00   0.213405E-03
-0.939006E+01  0.285942E+01   0.132222E-01  -0.939006E+01   0.285942E+01   0.425701E+00  -0.141278E+00   0.375789E-03
-0.916349E+01  0.289649E+01   0.136954E-01  -0.916349E+01   0.289649E+01   0.426174E+00  -0.147616E+00   0.233662E-03
-0.892419E+01  0.293409E+01   0.140602E-01  -0.892419E+01   0.293409E+01   0.426539E+00  -0.154370E+00   0.270577E-03
-0.867144E+01  0.297212E+01   0.142209E-01  -0.867144E+01   0.297212E+01   0.426700E+00  -0.161403E+00  -0.590193E-04
-0.840450E+01  0.301047E+01   0.141112E-01  -0.840450E+01   0.301047E+01   0.426590E+00  -0.168406E+00   0.335039E-03
-0.812256E+01  0.304901E+01   0.138260E-01  -0.812256E+01   0.304901E+01   0.426305E+00  -0.175111E+00   0.304714E-03
-0.782478E+01  0.308760E+01   0.131807E-01  -0.782478E+01   0.308760E+01   0.425659E+00  -0.181262E+00  -0.378905E-04
-0.751028E+01  0.312608E+01   0.120300E-01  -0.751028E+01   0.312608E+01   0.424509E+00  -0.186286E+00  -0.231220E-03
-0.717810E+01  0.316427E+01   0.104708E-01  -0.717810E+01   0.316427E+01   0.422949E+00  -0.189559E+00  -0.776328E-04
-0.682727E+01  0.320200E+01   0.856341E-02  -0.682727E+01   0.320200E+01   0.421042E+00  -0.190651E+00  -0.278628E-03
-0.645673E+01  0.323905E+01   0.641588E-02  -0.645673E+01   0.323905E+01   0.418895E+00  -0.189189E+00  -0.639012E-03
-0.606537E+01  0.327519E+01   0.436458E-02  -0.606537E+01   0.327519E+01   0.416843E+00  -0.185188E+00  -0.390266E-03
-0.565202E+01  0.331018E+01   0.257481E-02  -0.565202E+01   0.331018E+01   0.415054E+00  -0.179073E+00  -0.426793E-03
-0.521546E+01  0.334375E+01   0.938821E-03  -0.521546E+01   0.334375E+01   0.413418E+00  -0.171139E+00  -0.655511E-03
-0.475436E+01  0.337562E+01  -0.447639E-03  -0.475436E+01   0.337562E+01   0.412031E+00  -0.161586E+00  -0.484447E-03
-0.426737E+01  0.340547E+01  -0.162840E-02  -0.426737E+01   0.340547E+01   0.410850E+00  -0.150653E+00  -0.387541E-03
-0.375302E+01  0.343296E+01  -0.262424E-02  -0.375302E+01   0.343296E+01   0.409854E+00  -0.138477E+00  -0.305999E-03
-0.320977E+01  0.345770E+01  -0.354420E-02  -0.320977E+01   0.345770E+01   0.408935E+00  -0.125159E+00  -0.427135E-03
-0.263601E+01  0.347927E+01  -0.447347E-02  -0.263601E+01   0.347927E+01   0.408005E+00  -0.110525E+00  -0.519452E-03
-0.203001E+01  0.349719E+01  -0.525658E-02  -0.203001E+01   0.349719E+01   0.407222E+00  -0.946181E-01  -0.370754E-03
-0.138997E+01  0.351089E+01  -0.598123E-02  -0.138997E+01   0.351089E+01   0.406497E+00  -0.776020E-01  -0.459978E-03
-0.713972E+00  0.351971E+01  -0.673732E-02  -0.713972E+00   0.351971E+01   0.405741E+00  -0.593724E-01  -0.497423E-03
 0.000000E+00  0.352286E+01  -0.741890E-02   0.000000E+00   0.352286E+01   0.405060E+00  -0.399177E-01  -0.425359E-03
 0.713972E+00  0.351971E+01  -0.795939E-02   0.713972E+00   0.351971E+01   0.404519E+00  -0.204667E-01  -0.391416E-03
 0.138997E+01  0.351089E+01  -0.846790E-02   0.138997E+01   0.351089E+01   0.404011E+00  -0.194831E-02  -0.394122E-03
 0.203001E+01  0.349719E+01  -0.891275E-02   0.203001E+01   0.349719E+01   0.403566E+00   0.157526E-01  -0.267086E-03
 0.263601E+01  0.347927E+01  -0.928856E-02   0.263601E+01   0.347927E+01   0.403190E+00   0.325439E-01  -0.222337E-03
 0.320977E+01  0.345770E+01  -0.970245E-02   0.320977E+01   0.345770E+01   0.402776E+00   0.484556E-01  -0.224350E-03
 0.375302E+01  0.343296E+01  -0.101290E-01   0.375302E+01   0.343296E+01   0.402350E+00   0.636636E-01  -0.251795E-03
 0.426737E+01  0.340547E+01  -0.103652E-01   0.426737E+01   0.340547E+01   0.402114E+00   0.780609E-01  -0.711466E-04
 0.475436E+01  0.337562E+01  -0.105142E-01   0.475436E+01   0.337562E+01   0.401964E+00   0.914290E-01   0.569975E-05
 0.521546E+01  0.334375E+01  -0.108009E-01   0.521546E+01   0.334375E+01   0.401678E+00   0.104011E+00  -0.184892E-03
 0.565202E+01  0.331018E+01  -0.110000E-01   0.565202E+01   0.331018E+01   0.401479E+00   0.116047E+00  -0.231162E-03
 0.606537E+01  0.327519E+01  -0.109284E-01   0.606537E+01   0.327519E+01   0.401550E+00   0.127302E+00   0.456537E-05
 0.645673E+01  0.323905E+01  -0.106639E-01   0.645673E+01   0.323905E+01   0.401815E+00   0.137463E+00   0.111314E-03
 0.682727E+01  0.320200E+01  -0.104180E-01   0.682727E+01   0.320200E+01   0.402061E+00   0.146572E+00  -0.339902E-04
 0.717810E+01  0.316427E+01  -0.102067E-01   0.717810E+01   0.316427E+01   0.402272E+00   0.154872E+00   0.478293E-04
 0.751028E+01  0.312608E+01  -0.992091E-02   0.751028E+01   0.312608E+01   0.402558E+00   0.162457E+00  -0.290366E-03
 0.782478E+01  0.308760E+01  -0.950619E-02   0.782478E+01   0.308760E+01   0.402973E+00   0.169273E+00   0.193290E-03
 0.812256E+01  0.304901E+01  -0.880590E-02   0.812256E+01   0.304901E+01   0.403673E+00   0.175115E+00   0.230930E-03
 0.840450E+01  0.301047E+01  -0.805387E-02   0.840450E+01   0.301047E+01   0.404425E+00   0.179922E+00   0.151838E-03
 0.867144E+01  0.297212E+01  -0.727936E-02   0.867144E+01   0.297212E+01   0.405199E+00   0.183816E+00   0.208921E-03
 0.892419E+01  0.293409E+01  -0.645281E-02   0.892419E+01   0.293409E+01   0.406026E+00   0.186872E+00  -0.369723E-04
 0.916349E+01  0.289649E+01  -0.552431E-02   0.916349E+01   0.289649E+01   0.406954E+00   0.189121E+00   0.452303E-03
 0.939006E+01  0.285942E+01  -0.450599E-02   0.939006E+01   0.285942E+01   0.407973E+00   0.190515E+00  -0.130920E-03
 0.960458E+01  0.282297E+01  -0.338400E-02   0.960458E+01   0.282297E+01   0.409095E+00   0.191117E+00   0.586751E-03
 0.980769E+01  0.278721E+01  -0.222529E-02   0.980769E+01   0.278721E+01   0.410253E+00   0.190919E+00   0.126864E-03
 0.100000E+02  0.276193E+01  -0.106423E-02   0.100000E+02   0.276193E+01   0.411414E+00   0.189299E+00   0.340172E-03
 0.102564E+02  0.275221E+01   0.542231E-03   0.102564E+02   0.275221E+01   0.413021E+00   0.184582E+00   0.415861E-03
 0.105219E+02  0.275221E+01   0.212361E-02   0.105219E+02   0.275221E+01   0.414602E+00   0.177809E+00   0.522498E-03
 0.107969E+02  0.275221E+01   0.369704E-02   0.107969E+02   0.275221E+01   0.416176E+00   0.169593E+00   0.367883E-03
 0.110817E+02  0.275221E+01   0.514015E-02   0.110817E+02   0.275221E+01   0.417619E+00   0.160007E+00   0.670982E-03
 0.113766E+02  0.275221E+01   0.641554E-02   0.113766E+02   0.275221E+01   0.418894E+00   0.149226E+00   0.486605E-03
 0.116820E+02  0.275221E+01   0.726914E-02   0.116820E+02   0.275221E+01   0.419748E+00   0.137622E+00   0.435036E-03
 0.119982E+02  0.275221E+01   0.761815E-02   0.119982E+02   0.275221E+01   0.420097E+00   0.125802E+00   0.318270E-03
 0.123257E+02  0.275221E+01   0.741778E-02   0.123257E+02   0.275221E+01   0.419896E+00   0.114446E+00   0.229216E-03
 0.126648E+02  0.275221E+01   0.672671E-02   0.126648E+02   0.275221E+01   0.419205E+00   0.104230E+00   0.131794E-03
 0.130161E+02  0.275221E+01   0.573748E-02   0.130161E+02   0.275221E+01   0.418216E+00   0.956097E-01   0.372571E-04
 0.133798E+02  0.275221E+01   0.469888E-02   0.133798E+02   0.275221E+01   0.417178E+00   0.886080E-01  -0.891268E-04
 0.137564E+02  0.275221E+01   0.377927E-02   0.137564E+02   0.275221E+01   0.416258E+00   0.829310E-01  -0.910950E-04
 0.141465E+02  0.275221E+01   0.308684E-02   0.141465E+02   0.275221E+01   0.415566E+00   0.781850E-01  -0.236828E-03
 0.145504E+02  0.275221E+01   0.267016E-02   0.145504E+02   0.275221E+01   0.415149E+00   0.739288E-01   0.494814E-03
 0.149687E+02  0.275221E+01   0.243377E-02   0.149687E+02   0.275221E+01   0.414912E+00   0.698193E-01  -0.137155E-03
 0.154018E+02  0.275221E+01   0.205781E-02   0.154018E+02   0.275221E+01   0.414537E+00   0.660508E-01  -0.124695E-03
 0.158504E+02  0.275221E+01   0.178805E-02   0.158504E+02   0.275221E+01   0.414267E+00   0.627059E-01   0.631790E-04
 0.163150E+02  0.275221E+01   0.165191E-02   0.163150E+02   0.275221E+01   0.414131E+00   0.595756E-01   0.124247E-03
 0.167960E+02  0.275221E+01   0.152973E-02   0.167960E+02   0.275221E+01   0.414008E+00   0.565689E-01   0.193063E-04
 0.172942E+02  0.275221E+01   0.131111E-02   0.172942E+02   0.275221E+01   0.413790E+00   0.537771E-01  -0.533739E-04
 0.178101E+02  0.275221E+01   0.107906E-02   0.178101E+02   0.275221E+01   0.413558E+00   0.513001E-01  -0.250290E-04
 0.183444E+02  0.275221E+01   0.968787E-03   0.183444E+02   0.275221E+01   0.413447E+00   0.490234E-01   0.118020E-03
 0.188976E+02  0.275221E+01   0.866606E-03   0.188976E+02   0.275221E+01   0.413345E+00   0.468400E-01   0.594019E-04
 0.194706E+02  0.275221E+01   0.676260E-03   0.194706E+02   0.275221E+01   0.413155E+00   0.448273E-01   0.194503E-04
 0.200639E+02  0.275221E+01   0.508323E-03   0.200639E+02   0.275221E+01   0.412987E+00   0.429588E-01   0.604267E-04
 0.206783E+02  0.275221E+01   0.432941E-03   0.206783E+02   0.275221E+01   0.412912E+00   0.411401E-01   0.609306E-04
 0.213146E+02  0.275221E+01   0.370394E-03   0.213146E+02   0.275221E+01   0.412849E+00   0.394695E-01   0.334163E-04
 0.219736E+02  0.275221E+01   0.273899E-03   0.219736E+02   0.275221E+01   0.412753E+00   0.380503E-01   0.606357E-04
 0.226559E+02  0.275221E+01   0.125866E-03   0.226559E+02   0.275221E+01   0.412605E+00   0.367682E-01   0.828142E-04
 0.233626E+02  0.275221E+01  -0.801667E-04   0.233626E+02   0.275221E+01   0.412399E+00   0.355050E-01   0.117212E-03
 0.240944E+02  0.275221E+01  -0.264582E-03   0.240944E+02   0.275221E+01   0.412214E+00   0.340201E-01   0.142545E-03
 0.248522E+02  0.275221E+01  -0.536680E-03   0.248522E+02   0.275221E+01   0.411942E+00   0.323475E-01   0.851953E-04
 0.256370E+02  0.275221E+01  -0.811509E-03   0.256370E+02   0.275221E+01   0.411667E+00   0.306836E-01   0.111704E-03
 0.264497E+02  0.275221E+01  -0.965794E-03   0.264497E+02   0.275221E+01   0.411513E+00   0.289181E-01   0.116330E-03
 0.272913E+02  0.275221E+01  -0.106841E-02   0.272913E+02   0.275221E+01   0.411410E+00   0.269849E-01   0.849353E-04
 0.281628E+02  0.275221E+01  -0.118769E-02   0.281628E+02   0.275221E+01   0.411291E+00   0.251075E-01   0.629273E-04
 0.290654E+02  0.275221E+01  -0.115929E-02   0.290654E+02   0.275221E+01   0.411319E+00   0.233238E-01   0.133535E-03
-0.200000E+02  0.322189E+01   0.940971E-03  -0.200000E+02   0.322189E+01   0.435749E+00  -0.319168E-01  -0.388214E-03
-0.192860E+02  0.322189E+01   0.940971E-03  -0.192860E+02   0.322189E+01   0.435749E+00  -0.319168E-01   0.414665E-04
-0.186100E+02  0.322189E+01   0.142019E-02  -0.186100E+02   0.322189E+01   0.436229E+00  -0.321249E-01   0.213998E-03
-0.179700E+02  0.322189E+01   0.217722E-02  -0.179700E+02   0.322189E+01   0.436986E+00  -0.336518E-01   0.204354E-03
-0.173640E+02  0.322189E+01   0.269867E-02  -0.173640E+02   0.322189E+01   0.437507E+00  -0.363469E-01   0.749207E-04
-0.167902E+02  0.322189E+01   0.287494E-02  -0.167902E+02   0.322189E+01   0.437683E+00  -0.392842E-01  -0.249806E-04
-0.162470E+02  0.322189E+01   0.297369E-02  -0.162470E+02   0.322189E+01   0.437782E+00  -0.419525E-01   0.128713E-04
-0.157326E+02  0.322189E+01   0.320018E-02  -0.157326E+02   0.322189E+01   0.438009E+00  -0.445776E-01   0.614457E-04
-0.152456E+02  0.322189E+01   0.346035E-02  -0.152456E+02   0.322189E+01   0.438269E+00  -0.473971E-01   0.160765E-04
-0.147845E+02  0.322189E+01   0.372060E-02  -0.147845E+02   0.322189E+01   0.438529E+00  -0.503785E-01   0.124031E-03
-0.143480E+02  0.322189E+01   0.403594E-02  -0.143480E+02   0.322189E+01   0.438844E+00  -0.535278E-01   0.507241E-04
-0.139346E+02  0.322189E+01   0.434176E-02  -0.139346E+02   0.322189E+01   0.439150E+00  -0.568657E-01   0.251641E-04
-0.135433E+02  0.322189E+01   0.465419E-02  -0.135433E+02   0.322189E+01   0.439463E+00  -0.603686E-01   0.509120E-04
-0.131727E+02  0.322189E+01   0.496856E-02  -0.131727E+02   0.322189E+01   0.439777E+00  -0.640033E-01   0.685785E-04
-0.128219E+02  0.322189E+01   0.529304E-02  -0.128219E+02   0.322189E+01   0.440101E+00  -0.677415E-01   0.136966E-03
-0.124897E+02  0.322189E+01   0.563071E-02  -0.124897E+02   0.322189E+01   0.440439E+00  -0.715783E-01  -0.269850E-04
-0.121752E+02  0.322189E+01   0.597882E-02  -0.121752E+02   0.322189E+01   0.440787E+00  -0.755103E-01   0.411095E-03
-0.118774E+02  0.322189E+01   0.633992E-02  -0.118774E+02   0.322189E+01   0.441148E+00  -0.795361E-01  -0.496614E-03
-0.115955E+02  0.322189E+01   0.660363E-02  -0.115955E+02   0.322189E+01   0.441412E+00  -0.835884E-01   0.568646E-03
-0.113286E+02  0.322189E+01   0.712365E-02  -0.113286E+02   0.322189E+01   0.441932E+00  -0.877283E-01  -0.270183E-03
-0.110758E+02  0.322189E+01   0.761089E-02  -0.110758E+02   0.322189E+01   0.442419E+00  -0.920245E-01   0.251733E-03
-0.108365E+02  0.322189E+01   0.811888E-02  -0.108365E+02   0.322189E+01   0.442927E+00  -0.964440E-01   0.104014E-03
-0.106099E+02  0.322189E+01   0.862469E-02  -0.106099E+02   0.322189E+01   0.443433E+00  -0.100958E+00   0.217863E-03
-0.103954E+02  0.322189E+01   0.910139E-02  -0.103954E+02   0.322189E+01   0.443910E+00  -0.105521E+00   0.171973E-03
-0.101923E+02  0.322189E+01   0.954680E-02  -0.101923E+02   0.322189E+01   0.444355E+00  -0.110093E+00   0.175653E-03
-0.100000E+02  0.323112E+01   0.992389E-02  -0.100000E+02   0.323112E+01   0.444732E+00  -0.114452E+00   0.903498E-04
-0.980769E+01  0.325512E+01   0.102217E-01  -0.980769E+01   0.325512E+01   0.445030E+00  -0.118604E+00   0.994867E-04
-0.960458E+01  0.328906E+01   0.104526E-01  -0.960458E+01   0.328906E+01   0.445261E+00  -0.122824E+00   0.225251E-04
-0.939006E+01  0.332366E+01   0.106657E-01  -0.939006E+01   0.332366E+01   0.445474E+00  -0.127256E+00   0.104409E-03
-0.916349E+01  0.335885E+01   0.108996E-01  -0.916349E+01   0.335885E+01   0.445708E+00  -0.131905E+00   0.118891E-03
-0.892419E+01  0.339454E+01   0.111604E-01  -0.892419E+01   0.339454E+01   0.445969E+00  -0.136803E+00   0.447742E-03
-0.867144E+01  0.343064E+01   0.113551E-01  -0.867144E+01   0.343064E+01   0.446164E+00  -0.141993E+00   0.148133E-03
-0.840450E+01  0.346704E+01   0.112724E-01  -0.840450E+01   0.346704E+01   0.446081E+00  -0.147268E+00   0.389542E-04
-0.812256E+01  0.350362E+01   0.109543E-01  -0.812256E+01   0.350362E+01   0.445763E+00  -0.152235E+00  -0.581002E-04
-0.782478E+01  0.354025E+01   0.105172E-01  -0.782478E+01   0.354025E+01   0.445326E+00  -0.156717E+00   0.261112E-03
-0.751028E+01  0.357677E+01   0.984440E-02  -0.751028E+01   0.357677E+01   0.444653E+00  -0.160605E+00  -0.471596E-04
-0.717810E+01  0.361303E+01   0.882269E-02  -0.717810E+01   0.361303E+01   0.443631E+00  -0.163416E+00  -0.154827E-03
-0.682727E+01  0.364884E+01   0.756697E-02  -0.682727E+01   0.364884E+01   0.442375E+00  -0.164773E+00  -0.234145E-03
-0.645673E+01  0.368401E+01   0.609405E-02  -0.645673E+01   0.368401E+01   0.440902E+00  -0.164399E+00  -0.320232E-03
-0.606537E+01  0.371831E+01   0.453588E-02  -0.606537E+01   0.371831E+01   0.439344E+00  -0.162122E+00  -0.417990E-03
-0.565202E+01  0.375152E+01   0.304796E-02  -0.565202E+01   0.375152E+01   0.437856E+00  -0.157976E+00  -0.440130E-03
-0.521546E+01  0.378339E+01   0.166616E-02  -0.521546E+01   0.378339E+01   0.436475E+00  -0.152123E+00  -0.326464E-03
-0.475436E+01  0.381365E+01   0.376612E-03  -0.475436E+01   0.381365E+01   0.435185E+00  -0.144728E+00  -0.485591E-03
-0.426737E+01  0.384198E+01  -0.795517E-03  -0.426737E+01   0.384198E+01   0.434013E+00  -0.135871E+00  -0.521700E-03
-0.375302E+01  0.386807E+01  -0.184956E-02  -0.375302E+01   0.386807E+01   0.432959E+00  -0.125650E+00  -0.528308E-03
-0.320977E+01  0.389156E+01  -0.279691E-02  -0.320977E+01   0.389156E+01   0.432012E+00  -0.114164E+00  -0.452725E-03
-0.263601E+01  0.391203E+01  -0.365881E-02  -0.263601E+01   0.391203E+01   0.431150E+00  -0.101478E+00  -0.448897E-03
-0.203001E+01  0.392904E+01  -0.448627E-02  -0.203001E+01   0.392904E+01   0.430322E+00  -0.875406E-01  -0.450093E-03
-0.138997E+01  0.394204E+01  -0.523640E-02  -0.138997E+01   0.394204E+01   0.429572E+00  -0.723837E-01  -0.332535E-03
-0.713972E+00  0.395041E+01  -0.592177E-02  -0.713972E+00   0.395041E+01   0.428887E+00  -0.561416E-01  -0.276451E-03
 0.000000E+00  0.395340E+01  -0.655418E-02   0.000000E+00   0.395340E+01   0.428254E+00  -0.387572E-01  -0.278666E-03
 0.713972E+00  0.395041E+01  -0.705234E-02   0.713972E+00   0.395041E+01   0.427756E+00  -0.212232E-01  -0.246372E-03
 0.138997E+01  0.394204E+01  -0.750367E-02   0.138997E+01   0.394204E+01   0.427305E+00  -0.450022E-02  -0.279498E-03
 0.203001E+01  0.392904E+01  -0.791340E-02   0.203001E+01   0.392904E+01   0.426895E+00   0.114435E-01  -0.210133E-03
 0.263601E+01  0.391203E+01  -0.826520E-02   0.263601E+01   0.391203E+01   0.426543E+00   0.265182E-01  -0.195435E-03
 0.320977E+01  0.389156E+01  -0.862821E-02   0.320977E+01   0.389156E+01   0.426180E+00   0.407377E-01  -0.203777E-03
 0.375302E+01  0.386807E+01  -0.898901E-02   0.375302E+01   0.386807E+01   0.425819E+00   0.542238E-01  -0.190780E-03
 0.426737E+01  0.384198E+01  -0.923351E-02   0.426737E+01   0.384198E+01   0.425575E+00   0.669517E-01  -0.132865E-03
 0.475436E+01  0.381365E+01  -0.937445E-02   0.475436E+01   0.381365E+01   0.425434E+00   0.788020E-01  -0.152591E-03
 0.521546E+01  0.378339E+01  -0.951076E-02   0.521546E+01   0.378339E+01   0.425298E+00   0.898313E-01  -0.109196E-03
 0.565202E+01  0.375152E+01  -0.959860E-02   0.565202E+01   0.375152E+01   0.425210E+00   0.100160E+00  -0.933171E-04
 0.606537E+01  0.371831E+01  -0.958186E-02   0.606537E+01   0.371831E+01   0.425227E+00   0.109780E+00  -0.910196E-04
 0.645673E+01  0.368401E+01  -0.942752E-02   0.645673E+01   0.368401E+01   0.425381E+00   0.118575E+00  -0.343668E-04
 0.682727E+01  0.364884E+01  -0.918447E-02   0.682727E+01   0.364884E+01   0.425624E+00   0.126473E+00   0.174114E-04
 0.717810E+01  0.361303E+01  -0.891105E-02   0.717810E+01   0.361303E+01   0.425897E+00   0.133538E+00   0.885076E-05
 0.751028E+01  0.357677E+01  -0.860447E-02   0.751028E+01   0.357677E+01   0.426204E+00   0.139862E+00   0.334558E-04
