Free surface data file
xf,yf,zf = collocation points
xs,ys,zs = source points
phif = potential on the free surface
sigma = source strength (this is the solution I got)
Number of free surface nodes =  2486
 xf            yf             zf             xs             ys             zs             phif           sigma
 0.782478E+01  0.354025E+01  -0.822820E-02   0.782478E+01   0.354025E+01   0.426580E+00   0.145476E+00   0.354115E-04
 0.812256E+01  0.350362E+01  -0.773009E-02   0.812256E+01   0.350362E+01   0.427078E+00   0.150344E+00   0.547259E-04
 0.840450E+01  0.346704E+01  -0.715228E-02   0.840450E+01   0.346704E+01   0.427656E+00   0.154421E+00   0.629495E-04
 0.867144E+01  0.343064E+01  -0.651221E-02   0.867144E+01   0.343064E+01   0.428296E+00   0.157727E+00   0.233377E-03
 0.892419E+01  0.339454E+01  -0.582620E-02   0.892419E+01   0.339454E+01   0.428982E+00   0.160303E+00  -0.504172E-04
 0.916349E+01  0.335885E+01  -0.509822E-02   0.916349E+01   0.335885E+01   0.429710E+00   0.162209E+00   0.542891E-03
 0.939006E+01  0.332366E+01  -0.433336E-02   0.939006E+01   0.332366E+01   0.430475E+00   0.163459E+00  -0.402473E-03
 0.960458E+01  0.328906E+01  -0.351707E-02   0.960458E+01   0.328906E+01   0.431291E+00   0.164132E+00   0.834029E-03
 0.980769E+01  0.325512E+01  -0.267531E-02   0.980769E+01   0.325512E+01   0.432133E+00   0.164219E+00  -0.324327E-03
 0.100000E+02  0.323112E+01  -0.183919E-02   0.100000E+02   0.323112E+01   0.432969E+00   0.163249E+00   0.570450E-03
 0.102564E+02  0.322189E+01  -0.679068E-03   0.102564E+02   0.322189E+01   0.434129E+00   0.160057E+00   0.146685E-03
 0.105219E+02  0.322189E+01   0.449589E-03   0.105219E+02   0.322189E+01   0.435258E+00   0.155384E+00   0.498622E-03
 0.107969E+02  0.322189E+01   0.158495E-02   0.107969E+02   0.322189E+01   0.436393E+00   0.149704E+00   0.199684E-03
 0.110817E+02  0.322189E+01   0.265273E-02   0.110817E+02   0.322189E+01   0.437461E+00   0.143051E+00   0.516969E-03
 0.113766E+02  0.322189E+01   0.365488E-02   0.113766E+02   0.322189E+01   0.438463E+00   0.135488E+00   0.326443E-03
 0.116820E+02  0.322189E+01   0.442873E-02   0.116820E+02   0.322189E+01   0.439237E+00   0.127212E+00   0.383732E-03
 0.119982E+02  0.322189E+01   0.494336E-02   0.119982E+02   0.322189E+01   0.439752E+00   0.118539E+00   0.322869E-03
 0.123257E+02  0.322189E+01   0.514248E-02   0.123257E+02   0.322189E+01   0.439951E+00   0.109824E+00   0.225400E-03
 0.126648E+02  0.322189E+01   0.499504E-02   0.126648E+02   0.322189E+01   0.439803E+00   0.101497E+00   0.853866E-04
 0.130161E+02  0.322189E+01   0.458616E-02   0.130161E+02   0.322189E+01   0.439395E+00   0.939463E-01   0.260478E-04
 0.133798E+02  0.322189E+01   0.405708E-02   0.133798E+02   0.322189E+01   0.438866E+00   0.873445E-01  -0.659663E-05
 0.137564E+02  0.322189E+01   0.352561E-02   0.137564E+02   0.322189E+01   0.438334E+00   0.816388E-01   0.295708E-04
 0.141465E+02  0.322189E+01   0.300230E-02   0.141465E+02   0.322189E+01   0.437811E+00   0.767018E-01  -0.223991E-03
 0.145504E+02  0.322189E+01   0.256799E-02   0.145504E+02   0.322189E+01   0.437376E+00   0.723997E-01   0.537153E-04
 0.149687E+02  0.322189E+01   0.231877E-02   0.149687E+02   0.322189E+01   0.437127E+00   0.684815E-01  -0.524294E-04
 0.154018E+02  0.322189E+01   0.203887E-02   0.154018E+02   0.322189E+01   0.436847E+00   0.648473E-01   0.192473E-04
 0.158504E+02  0.322189E+01   0.174412E-02   0.158504E+02   0.322189E+01   0.436553E+00   0.615644E-01  -0.474262E-04
 0.163150E+02  0.322189E+01   0.150011E-02   0.163150E+02   0.322189E+01   0.436309E+00   0.586308E-01   0.508046E-04
 0.167960E+02  0.322189E+01   0.137077E-02   0.167960E+02   0.322189E+01   0.436179E+00   0.558641E-01   0.138811E-03
 0.172942E+02  0.322189E+01   0.124338E-02   0.172942E+02   0.322189E+01   0.436052E+00   0.531581E-01   0.548093E-04
 0.178101E+02  0.322189E+01   0.105061E-02   0.178101E+02   0.322189E+01   0.435859E+00   0.506845E-01  -0.199186E-04
 0.183444E+02  0.322189E+01   0.899015E-03   0.183444E+02   0.322189E+01   0.435707E+00   0.485230E-01   0.267404E-04
 0.188976E+02  0.322189E+01   0.776360E-03   0.188976E+02   0.322189E+01   0.435585E+00   0.464880E-01   0.883390E-04
 0.194706E+02  0.322189E+01   0.625456E-03   0.194706E+02   0.322189E+01   0.435434E+00   0.444785E-01   0.823852E-04
 0.200639E+02  0.322189E+01   0.491698E-03   0.200639E+02   0.322189E+01   0.435300E+00   0.425676E-01   0.493256E-04
 0.206783E+02  0.322189E+01   0.423197E-03   0.206783E+02   0.322189E+01   0.435232E+00   0.408149E-01   0.446976E-04
 0.213146E+02  0.322189E+01   0.359183E-03   0.213146E+02   0.322189E+01   0.435168E+00   0.392663E-01   0.456699E-04
 0.219736E+02  0.322189E+01   0.250279E-03   0.219736E+02   0.322189E+01   0.435059E+00   0.379256E-01   0.798354E-04
 0.226559E+02  0.322189E+01   0.837456E-04   0.226559E+02   0.322189E+01   0.434892E+00   0.366631E-01   0.984270E-04
 0.233626E+02  0.322189E+01  -0.132423E-03   0.233626E+02   0.322189E+01   0.434676E+00   0.353899E-01   0.142781E-03
 0.240944E+02  0.322189E+01  -0.304534E-03   0.240944E+02   0.322189E+01   0.434504E+00   0.338506E-01   0.174993E-03
 0.248522E+02  0.322189E+01  -0.584314E-03   0.248522E+02   0.322189E+01   0.434224E+00   0.321329E-01   0.849888E-04
 0.256370E+02  0.322189E+01  -0.863306E-03   0.256370E+02   0.322189E+01   0.433945E+00   0.304822E-01   0.125664E-03
 0.264497E+02  0.322189E+01  -0.998896E-03   0.264497E+02   0.322189E+01   0.433810E+00   0.287247E-01   0.126341E-03
 0.272913E+02  0.322189E+01  -0.109222E-02   0.272913E+02   0.322189E+01   0.433716E+00   0.267864E-01   0.904555E-04
 0.281628E+02  0.322189E+01  -0.120658E-02   0.281628E+02   0.322189E+01   0.433602E+00   0.249163E-01   0.714594E-04
 0.290654E+02  0.322189E+01  -0.117539E-02   0.290654E+02   0.322189E+01   0.433633E+00   0.231543E-01   0.150538E-03
-0.200000E+02  0.374381E+01   0.899716E-03  -0.200000E+02   0.374381E+01   0.459246E+00  -0.318886E-01  -0.462386E-03
-0.192860E+02  0.374381E+01   0.899716E-03  -0.192860E+02   0.374381E+01   0.459246E+00  -0.318886E-01   0.206429E-05
-0.186100E+02  0.374381E+01   0.128803E-02  -0.186100E+02   0.374381E+01   0.459635E+00  -0.318569E-01   0.229312E-03
-0.179700E+02  0.374381E+01   0.207249E-02  -0.179700E+02   0.374381E+01   0.460419E+00  -0.330923E-01   0.272869E-03
-0.173640E+02  0.374381E+01   0.265767E-02  -0.173640E+02   0.374381E+01   0.461004E+00  -0.356771E-01   0.955519E-04
-0.167902E+02  0.374381E+01   0.283461E-02  -0.167902E+02   0.374381E+01   0.461181E+00  -0.385902E-01  -0.450624E-04
-0.162470E+02  0.374381E+01   0.290233E-02  -0.162470E+02   0.374381E+01   0.461249E+00  -0.411788E-01   0.339192E-05
-0.157326E+02  0.374381E+01   0.310534E-02  -0.157326E+02   0.374381E+01   0.461452E+00  -0.436587E-01   0.702094E-04
-0.152456E+02  0.374381E+01   0.337137E-02  -0.152456E+02   0.374381E+01   0.461718E+00  -0.463324E-01   0.581420E-04
-0.147845E+02  0.374381E+01   0.361892E-02  -0.147845E+02   0.374381E+01   0.461966E+00  -0.491803E-01   0.486734E-04
-0.143480E+02  0.374381E+01   0.387498E-02  -0.143480E+02   0.374381E+01   0.462222E+00  -0.521399E-01   0.563637E-04
-0.139346E+02  0.374381E+01   0.413697E-02  -0.139346E+02   0.374381E+01   0.462484E+00  -0.552207E-01   0.615776E-04
-0.135433E+02  0.374381E+01   0.439951E-02  -0.135433E+02   0.374381E+01   0.462746E+00  -0.584152E-01   0.499914E-04
-0.131727E+02  0.374381E+01   0.466217E-02  -0.131727E+02   0.374381E+01   0.463009E+00  -0.616967E-01   0.401041E-04
-0.128219E+02  0.374381E+01   0.493992E-02  -0.128219E+02   0.374381E+01   0.463287E+00  -0.650560E-01   0.847931E-04
-0.124897E+02  0.374381E+01   0.523243E-02  -0.124897E+02   0.374381E+01   0.463579E+00  -0.684997E-01   0.275635E-04
-0.121752E+02  0.374381E+01   0.552547E-02  -0.121752E+02   0.374381E+01   0.463872E+00  -0.720154E-01   0.199943E-03
-0.118774E+02  0.374381E+01   0.581484E-02  -0.118774E+02   0.374381E+01   0.464162E+00  -0.755778E-01  -0.174593E-03
-0.115955E+02  0.374381E+01   0.606698E-02  -0.115955E+02   0.374381E+01   0.464414E+00  -0.791477E-01   0.312048E-03
-0.113286E+02  0.374381E+01   0.641051E-02  -0.113286E+02   0.374381E+01   0.464757E+00  -0.827397E-01  -0.168305E-04
-0.110758E+02  0.374381E+01   0.673589E-02  -0.110758E+02   0.374381E+01   0.465083E+00  -0.863739E-01   0.150587E-03
-0.108365E+02  0.374381E+01   0.706088E-02  -0.108365E+02   0.374381E+01   0.465408E+00  -0.900253E-01   0.616303E-04
-0.106099E+02  0.374381E+01   0.738298E-02  -0.106099E+02   0.374381E+01   0.465730E+00  -0.936781E-01   0.687881E-04
-0.103954E+02  0.374381E+01   0.769216E-02  -0.103954E+02   0.374381E+01   0.466039E+00  -0.973096E-01   0.115864E-03
-0.101923E+02  0.374381E+01   0.799227E-02  -0.101923E+02   0.374381E+01   0.466339E+00  -0.100905E+00   0.735173E-04
-0.100000E+02  0.375249E+01   0.825241E-02  -0.100000E+02   0.375249E+01   0.466599E+00  -0.104296E+00   0.149103E-03
-0.980769E+01  0.377506E+01   0.846117E-02  -0.980769E+01   0.377506E+01   0.466808E+00  -0.107490E+00   0.802415E-04
-0.960458E+01  0.380698E+01   0.862553E-02  -0.960458E+01   0.380698E+01   0.466972E+00  -0.110721E+00   0.158430E-03
-0.939006E+01  0.383953E+01   0.876019E-02  -0.939006E+01   0.383953E+01   0.467107E+00  -0.114117E+00   0.964623E-04
-0.916349E+01  0.387262E+01   0.886074E-02  -0.916349E+01   0.387262E+01   0.467207E+00  -0.117658E+00   0.257315E-04
-0.892419E+01  0.390619E+01   0.892859E-02  -0.892419E+01   0.390619E+01   0.467275E+00  -0.121298E+00   0.124396E-03
-0.867144E+01  0.394014E+01   0.897122E-02  -0.867144E+01   0.394014E+01   0.467318E+00  -0.125022E+00   0.752106E-04
-0.840450E+01  0.397438E+01   0.893826E-02  -0.840450E+01   0.397438E+01   0.467285E+00  -0.128782E+00   0.264035E-03
-0.812256E+01  0.400879E+01   0.876840E-02  -0.812256E+01   0.400879E+01   0.467115E+00  -0.132449E+00  -0.976220E-05
-0.782478E+01  0.404324E+01   0.843901E-02  -0.782478E+01   0.404324E+01   0.466786E+00  -0.135810E+00   0.223650E-04
-0.751028E+01  0.407759E+01   0.796415E-02  -0.751028E+01   0.407759E+01   0.466311E+00  -0.138693E+00  -0.278525E-04
-0.717810E+01  0.411169E+01   0.731096E-02  -0.717810E+01   0.411169E+01   0.465658E+00  -0.140874E+00  -0.640196E-04
-0.682727E+01  0.414537E+01   0.647595E-02  -0.682727E+01   0.414537E+01   0.464823E+00  -0.142115E+00  -0.143991E-03
-0.645673E+01  0.417844E+01   0.548931E-02  -0.645673E+01   0.417844E+01   0.463836E+00  -0.142203E+00  -0.213801E-03
-0.606537E+01  0.421071E+01   0.439985E-02  -0.606537E+01   0.421071E+01   0.462747E+00  -0.140979E+00  -0.315935E-03
-0.565202E+01  0.424195E+01   0.321387E-02  -0.565202E+01   0.424195E+01   0.461561E+00  -0.138295E+00  -0.400064E-03
-0.521546E+01  0.427192E+01   0.200554E-02  -0.521546E+01   0.427192E+01   0.460352E+00  -0.134084E+00  -0.404939E-03
-0.475436E+01  0.430038E+01   0.884742E-03  -0.475436E+01   0.430038E+01   0.459231E+00  -0.128398E+00  -0.370232E-03
-0.426737E+01  0.432703E+01  -0.170508E-03  -0.426737E+01   0.432703E+01   0.458176E+00  -0.121310E+00  -0.332709E-03
-0.375302E+01  0.435157E+01  -0.115057E-02  -0.375302E+01   0.435157E+01   0.457196E+00  -0.112895E+00  -0.311485E-03
-0.320977E+01  0.437366E+01  -0.203323E-02  -0.320977E+01   0.437366E+01   0.456314E+00  -0.103217E+00  -0.296393E-03
-0.263601E+01  0.439291E+01  -0.285176E-02  -0.263601E+01   0.439291E+01   0.455495E+00  -0.923567E-01  -0.297951E-03
-0.203001E+01  0.440891E+01  -0.365021E-02  -0.203001E+01   0.440891E+01   0.454697E+00  -0.803303E-01  -0.339615E-03
-0.138997E+01  0.442114E+01  -0.439153E-02  -0.138997E+01   0.442114E+01   0.453955E+00  -0.671276E-01  -0.425200E-03
-0.713972E+00  0.442901E+01  -0.504426E-02  -0.713972E+00   0.442901E+01   0.453303E+00  -0.528505E-01  -0.463171E-03
 0.000000E+00  0.443182E+01  -0.565742E-02   0.000000E+00   0.443182E+01   0.452689E+00  -0.374529E-01  -0.479881E-03
 0.713972E+00  0.442901E+01  -0.618576E-02   0.713972E+00   0.442901E+01   0.452161E+00  -0.217309E-01  -0.424366E-03
 0.138997E+01  0.442114E+01  -0.661045E-02   0.138997E+01   0.442114E+01   0.451736E+00  -0.671053E-02  -0.354212E-03
 0.203001E+01  0.440891E+01  -0.699020E-02   0.203001E+01   0.440891E+01   0.451357E+00   0.750532E-02  -0.277440E-03
 0.263601E+01  0.439291E+01  -0.735207E-02   0.263601E+01   0.439291E+01   0.450995E+00   0.209239E-01  -0.235568E-03
 0.320977E+01  0.437366E+01  -0.768764E-02   0.320977E+01   0.437366E+01   0.450659E+00   0.335835E-01  -0.210456E-03
 0.375302E+01  0.435157E+01  -0.796958E-02   0.375302E+01   0.435157E+01   0.450377E+00   0.454987E-01  -0.182365E-03
 0.426737E+01  0.432703E+01  -0.817663E-02   0.426737E+01   0.432703E+01   0.450170E+00   0.566571E-01  -0.148634E-03
 0.475436E+01  0.430038E+01  -0.830326E-02   0.475436E+01   0.430038E+01   0.450043E+00   0.670447E-01  -0.853747E-04
 0.521546E+01  0.427192E+01  -0.836398E-02   0.521546E+01   0.427192E+01   0.449983E+00   0.766713E-01  -0.111053E-03
 0.565202E+01  0.424195E+01  -0.837029E-02   0.565202E+01   0.424195E+01   0.449976E+00   0.855579E-01  -0.826024E-04
 0.606537E+01  0.421071E+01  -0.832292E-02   0.606537E+01   0.421071E+01   0.450024E+00   0.937216E-01  -0.639100E-04
 0.645673E+01  0.417844E+01  -0.822111E-02   0.645673E+01   0.417844E+01   0.450126E+00   0.101190E+00  -0.601219E-04
 0.682727E+01  0.414537E+01  -0.804744E-02   0.682727E+01   0.414537E+01   0.450299E+00   0.107972E+00  -0.359380E-04
 0.717810E+01  0.411169E+01  -0.779422E-02   0.717810E+01   0.411169E+01   0.450553E+00   0.114048E+00  -0.280072E-04
 0.751028E+01  0.407759E+01  -0.747380E-02   0.751028E+01   0.407759E+01   0.450873E+00   0.119406E+00   0.720194E-04
 0.782478E+01  0.404324E+01  -0.710263E-02   0.782478E+01   0.404324E+01   0.451244E+00   0.124066E+00  -0.369739E-05
 0.812256E+01  0.400879E+01  -0.670829E-02   0.812256E+01   0.400879E+01   0.451638E+00   0.128080E+00   0.925845E-04
 0.840450E+01  0.397438E+01  -0.626570E-02   0.840450E+01   0.397438E+01   0.452081E+00   0.131483E+00   0.414579E-04
 0.867144E+01  0.394014E+01  -0.577863E-02   0.867144E+01   0.394014E+01   0.452568E+00   0.134296E+00   0.176994E-03
 0.892419E+01  0.390619E+01  -0.524792E-02   0.892419E+01   0.390619E+01   0.453099E+00   0.136533E+00  -0.905872E-04
 0.916349E+01  0.387262E+01  -0.468816E-02   0.916349E+01   0.387262E+01   0.453659E+00   0.138230E+00   0.550430E-03
 0.939006E+01  0.383953E+01  -0.410713E-02   0.939006E+01   0.383953E+01   0.454240E+00   0.139409E+00  -0.567622E-03
 0.960458E+01  0.380698E+01  -0.350605E-02   0.960458E+01   0.380698E+01   0.454841E+00   0.140145E+00   0.106450E-02
 0.980769E+01  0.377506E+01  -0.289260E-02   0.980769E+01   0.377506E+01   0.455454E+00   0.140444E+00  -0.722395E-03
 0.100000E+02  0.375249E+01  -0.229297E-02   0.100000E+02   0.375249E+01   0.456054E+00   0.139963E+00   0.830420E-03
 0.102564E+02  0.374381E+01  -0.145541E-02   0.102564E+02   0.374381E+01   0.456891E+00   0.137924E+00  -0.105160E-03
 0.105219E+02  0.374381E+01  -0.648625E-03   0.105219E+02   0.374381E+01   0.457698E+00   0.134827E+00   0.553750E-03
 0.107969E+02  0.374381E+01   0.174603E-03   0.107969E+02   0.374381E+01   0.458521E+00   0.131027E+00   0.456870E-04
 0.110817E+02  0.374381E+01   0.960998E-03   0.110817E+02   0.374381E+01   0.459308E+00   0.126533E+00   0.524801E-03
 0.113766E+02  0.374381E+01   0.174209E-02   0.113766E+02   0.374381E+01   0.460089E+00   0.121353E+00   0.263475E-03
 0.116820E+02  0.374381E+01   0.239238E-02   0.116820E+02   0.374381E+01   0.460739E+00   0.115588E+00   0.364113E-03
 0.119982E+02  0.374381E+01   0.291526E-02   0.119982E+02   0.374381E+01   0.461262E+00   0.109403E+00   0.320325E-03
 0.123257E+02  0.374381E+01   0.326089E-02   0.123257E+02   0.374381E+01   0.461608E+00   0.102974E+00   0.304666E-03
 0.126648E+02  0.374381E+01   0.340024E-02   0.126648E+02   0.374381E+01   0.461747E+00   0.965436E-01   0.235203E-03
 0.130161E+02  0.374381E+01   0.334359E-02   0.130161E+02   0.374381E+01   0.461690E+00   0.903711E-01   0.182371E-03
 0.133798E+02  0.374381E+01   0.313786E-02   0.133798E+02   0.374381E+01   0.461485E+00   0.846534E-01   0.944970E-04
 0.137564E+02  0.374381E+01   0.285987E-02   0.137564E+02   0.374381E+01   0.461207E+00   0.794861E-01   0.134876E-03
 0.141465E+02  0.374381E+01   0.255938E-02   0.141465E+02   0.374381E+01   0.460906E+00   0.748381E-01   0.154646E-04
 0.145504E+02  0.374381E+01   0.226191E-02   0.145504E+02   0.374381E+01   0.460609E+00   0.706661E-01   0.166424E-03
 0.149687E+02  0.374381E+01   0.200987E-02   0.149687E+02   0.374381E+01   0.460357E+00   0.668883E-01   0.185898E-04
 0.154018E+02  0.374381E+01   0.177624E-02   0.154018E+02   0.374381E+01   0.460123E+00   0.634326E-01   0.596049E-04
 0.158504E+02  0.374381E+01   0.157040E-02   0.158504E+02   0.374381E+01   0.459917E+00   0.602602E-01   0.123975E-04
 0.163150E+02  0.374381E+01   0.137584E-02   0.163150E+02   0.374381E+01   0.459723E+00   0.573887E-01  -0.114323E-04
 0.167960E+02  0.374381E+01   0.124284E-02   0.167960E+02   0.374381E+01   0.459590E+00   0.547747E-01  -0.513811E-05
 0.172942E+02  0.374381E+01   0.114929E-02   0.172942E+02   0.374381E+01   0.459496E+00   0.523155E-01   0.538184E-04
 0.178101E+02  0.374381E+01   0.997076E-03   0.178101E+02   0.374381E+01   0.459344E+00   0.500110E-01   0.494485E-05
 0.183444E+02  0.374381E+01   0.804291E-03   0.183444E+02   0.374381E+01   0.459151E+00   0.479223E-01   0.102224E-03
 0.188976E+02  0.374381E+01   0.662701E-03   0.188976E+02   0.374381E+01   0.459009E+00   0.459356E-01   0.990282E-04
 0.194706E+02  0.374381E+01   0.562353E-03   0.194706E+02   0.374381E+01   0.458909E+00   0.439592E-01   0.688071E-04
 0.200639E+02  0.374381E+01   0.484423E-03   0.200639E+02   0.374381E+01   0.458831E+00   0.420887E-01   0.421216E-04
 0.206783E+02  0.374381E+01   0.421230E-03   0.206783E+02   0.374381E+01   0.458768E+00   0.404368E-01   0.486946E-04
 0.213146E+02  0.374381E+01   0.335342E-03   0.213146E+02   0.374381E+01   0.458682E+00   0.390174E-01   0.597584E-04
 0.219736E+02  0.374381E+01   0.205404E-03   0.219736E+02   0.374381E+01   0.458552E+00   0.377560E-01   0.109892E-03
 0.226559E+02  0.374381E+01   0.227971E-04   0.226559E+02   0.374381E+01   0.458370E+00   0.365023E-01   0.122687E-03
 0.233626E+02  0.374381E+01  -0.200905E-03   0.233626E+02   0.374381E+01   0.458146E+00   0.352039E-01   0.168187E-03
 0.240944E+02  0.374381E+01  -0.361603E-03   0.240944E+02   0.374381E+01   0.457985E+00   0.336061E-01   0.205152E-03
 0.248522E+02  0.374381E+01  -0.645069E-03   0.248522E+02   0.374381E+01   0.457702E+00   0.318464E-01   0.746853E-04
 0.256370E+02  0.374381E+01  -0.920586E-03   0.256370E+02   0.374381E+01   0.457426E+00   0.302067E-01   0.145608E-03
 0.264497E+02  0.374381E+01  -0.103289E-02   0.264497E+02   0.374381E+01   0.457314E+00   0.284550E-01   0.143840E-03
 0.272913E+02  0.374381E+01  -0.111558E-02   0.272913E+02   0.374381E+01   0.457231E+00   0.265138E-01   0.936617E-04
 0.281628E+02  0.374381E+01  -0.122643E-02   0.281628E+02   0.374381E+01   0.457120E+00   0.246585E-01   0.707321E-04
 0.290654E+02  0.374381E+01  -0.119259E-02   0.290654E+02   0.374381E+01   0.457154E+00   0.229286E-01   0.166520E-03
-0.200000E+02  0.432376E+01   0.848811E-03  -0.200000E+02   0.432376E+01   0.484008E+00  -0.318542E-01  -0.547200E-03
-0.192860E+02  0.432376E+01   0.848811E-03  -0.192860E+02   0.432376E+01   0.484008E+00  -0.318542E-01  -0.622632E-04
-0.186100E+02  0.432376E+01   0.112522E-02  -0.186100E+02   0.432376E+01   0.484285E+00  -0.315262E-01   0.233710E-03
-0.179700E+02  0.432376E+01   0.194894E-02  -0.179700E+02   0.432376E+01   0.485109E+00  -0.324115E-01   0.381319E-03
-0.173640E+02  0.432376E+01   0.261217E-02  -0.173640E+02   0.432376E+01   0.485772E+00  -0.348742E-01   0.123789E-03
-0.167902E+02  0.432376E+01   0.278150E-02  -0.167902E+02   0.432376E+01   0.485941E+00  -0.377563E-01  -0.814120E-04
-0.162470E+02  0.432376E+01   0.280865E-02  -0.162470E+02   0.432376E+01   0.485968E+00  -0.402369E-01  -0.142547E-04
-0.157326E+02  0.432376E+01   0.298550E-02  -0.157326E+02   0.432376E+01   0.486145E+00  -0.425336E-01   0.626054E-04
-0.152456E+02  0.432376E+01   0.326661E-02  -0.152456E+02   0.432376E+01   0.486426E+00  -0.450365E-01   0.155334E-03
-0.147845E+02  0.432376E+01   0.350205E-02  -0.147845E+02   0.432376E+01   0.486662E+00  -0.477397E-01  -0.457130E-04
-0.143480E+02  0.432376E+01   0.367657E-02  -0.143480E+02   0.432376E+01   0.486836E+00  -0.504772E-01   0.595704E-04
-0.139346E+02  0.432376E+01   0.388623E-02  -0.139346E+02   0.432376E+01   0.487046E+00  -0.532458E-01   0.436222E-04
-0.135433E+02  0.432376E+01   0.411379E-02  -0.135433E+02   0.432376E+01   0.487273E+00  -0.560877E-01   0.536919E-04
-0.131727E+02  0.432376E+01   0.435369E-02  -0.131727E+02   0.432376E+01   0.487513E+00  -0.590110E-01   0.602347E-04
