Body data file part 1
xf,yf,zf = collocation points
xs,ys,zs = source points
dphifdn = Body boundary condition
sigma = source strength (this is the solution I got)
Number of body nodes =   510
 xf            yf             zf             xs             ys             zs             dphifn         sigma
 0.717810E+01  0.290348E+00  -0.845013E+00   0.716430E+01   0.114360E+00  -0.743232E+00   0.200927E+00   0.320311E-02
 0.717810E+01  0.206038E+00  -0.980009E+00   0.716870E+01   0.369913E-01  -0.866623E+00   0.136959E+00  -0.607437E-02
 0.717810E+01  0.109256E+00  -0.111500E+01   0.717333E+01   0.000000E+00  -0.991420E+00   0.695734E-01   0.480027E-02
 0.717810E+01  0.000000E+00  -0.125000E+01   0.717810E+01   0.000000E+00  -0.111753E+01   0.000000E+00  -0.228884E-02
 0.751028E+01  0.484746E+00  -0.354871E-01   0.748012E+01   0.288825E+00  -0.311697E-01   0.451166E+00   0.742481E-02
 0.751028E+01  0.476118E+00  -0.170433E+00   0.748080E+01   0.281135E+00  -0.149797E+00   0.441014E+00   0.982085E-03
 0.751028E+01  0.456182E+00  -0.305379E+00   0.748234E+01   0.263322E+00  -0.268806E+00   0.417948E+00   0.296339E-02
 0.751028E+01  0.424938E+00  -0.440325E+00   0.748469E+01   0.235283E+00  -0.388467E+00   0.382852E+00   0.172214E-02
 0.751028E+01  0.382385E+00  -0.575271E+00   0.748775E+01   0.196875E+00  -0.509001E+00   0.336985E+00   0.181140E-02
 0.751028E+01  0.328525E+00  -0.710217E+00   0.749144E+01   0.147930E+00  -0.630569E+00   0.281848E+00   0.154394E-03
 0.751028E+01  0.263356E+00  -0.845162E+00   0.749564E+01   0.882697E-01  -0.753273E+00   0.219046E+00   0.301618E-02
 0.751028E+01  0.186879E+00  -0.980108E+00   0.750024E+01   0.177237E-01  -0.877157E+00   0.150171E+00  -0.492178E-02
 0.751028E+01  0.990934E-01  -0.111505E+01   0.750515E+01   0.000000E+00  -0.100222E+01   0.767114E-01   0.372901E-02
 0.751028E+01  0.000000E+00  -0.125000E+01   0.751028E+01   0.000000E+00  -0.112842E+01   0.000000E+00  -0.195354E-02
 0.782478E+01  0.434853E+00  -0.356151E-01   0.779368E+01   0.244484E+00  -0.318382E-01   0.478219E+00   0.700023E-02
 0.782478E+01  0.427105E+00  -0.170547E+00   0.779435E+01   0.237445E+00  -0.152528E+00   0.467950E+00   0.111298E-02
 0.782478E+01  0.409215E+00  -0.305478E+00   0.779587E+01   0.221167E+00  -0.273478E+00   0.444537E+00   0.278497E-02
 0.782478E+01  0.381182E+00  -0.440410E+00   0.779820E+01   0.195595E+00  -0.394879E+00   0.408665E+00   0.171044E-02
 0.782478E+01  0.343007E+00  -0.575342E+00   0.780128E+01   0.160651E+00  -0.516896E+00   0.361337E+00   0.172595E-02
 0.782478E+01  0.294690E+00  -0.710273E+00   0.780502E+01   0.116235E+00  -0.639665E+00   0.303796E+00   0.246023E-03
 0.782478E+01  0.236231E+00  -0.845205E+00   0.780934E+01   0.622406E-01  -0.763285E+00   0.237438E+00   0.241224E-02
 0.782478E+01  0.167630E+00  -0.980137E+00   0.781414E+01   0.000000E+00  -0.887821E+00   0.163727E+00  -0.323126E-02
 0.782478E+01  0.888859E-01  -0.111507E+01   0.781931E+01   0.000000E+00  -0.101331E+01   0.841181E-01   0.247537E-02
 0.782478E+01  0.000000E+00  -0.125000E+01   0.782478E+01   0.000000E+00  -0.113975E+01   0.000000E+00  -0.159766E-02
 0.812256E+01  0.384833E+00  -0.350142E-01   0.809062E+01   0.199869E+00  -0.318215E-01   0.504712E+00   0.652778E-02
 0.812256E+01  0.378011E+00  -0.170013E+00   0.809127E+01   0.193554E+00  -0.154553E+00   0.494403E+00   0.119611E-02
 0.812256E+01  0.362204E+00  -0.305011E+00   0.809277E+01   0.178914E+00  -0.277451E+00   0.470733E+00   0.259352E-02
 0.812256E+01  0.337413E+00  -0.440010E+00   0.809508E+01   0.155927E+00  -0.400643E+00   0.434200E+00   0.169111E-02
 0.812256E+01  0.303638E+00  -0.575008E+00   0.809816E+01   0.124557E+00  -0.524245E+00   0.385558E+00   0.162299E-02
 0.812256E+01  0.260879E+00  -0.710006E+00   0.810194E+01   0.847619E-01  -0.648363E+00   0.325780E+00   0.481027E-03
 0.812256E+01  0.209136E+00  -0.845005E+00   0.810636E+01   0.364875E-01  -0.773086E+00   0.256020E+00   0.157825E-02
 0.812256E+01  0.148408E+00  -0.980003E+00   0.811132E+01   0.000000E+00  -0.898486E+00   0.177558E+00  -0.160903E-02
 0.812256E+01  0.786961E-01  -0.111500E+01   0.811675E+01   0.000000E+00  -0.102462E+01   0.917557E-01   0.135215E-02
 0.812256E+01  0.000000E+00  -0.125000E+01   0.812256E+01   0.000000E+00  -0.115152E+01   0.000000E+00  -0.125243E-02
 0.840450E+01  0.334882E+00  -0.338203E-01   0.837182E+01   0.155178E+00  -0.312133E-01   0.530596E+00   0.601897E-02
 0.840450E+01  0.329005E+00  -0.168951E+00   0.837246E+01   0.149639E+00  -0.155952E+00   0.520306E+00   0.122109E-02
 0.840450E+01  0.315295E+00  -0.304082E+00   0.837393E+01   0.136716E+00  -0.280789E+00   0.496437E+00   0.240041E-02
 0.840450E+01  0.293752E+00  -0.439214E+00   0.837621E+01   0.116407E+00  -0.405801E+00   0.459321E+00   0.166081E-02
 0.840450E+01  0.264376E+00  -0.574345E+00   0.837928E+01   0.887090E-01  -0.531065E+00   0.409475E+00   0.151606E-02
 0.840450E+01  0.227167E+00  -0.709476E+00   0.838309E+01   0.536160E-01  -0.656657E+00   0.347606E+00   0.769611E-03
 0.840450E+01  0.182125E+00  -0.844607E+00   0.838759E+01   0.111180E-01  -0.782650E+00   0.274598E+00   0.904736E-03
 0.840450E+01  0.129249E+00  -0.979738E+00   0.839271E+01   0.000000E+00  -0.909111E+00   0.191506E+00  -0.510742E-03
 0.840450E+01  0.685413E-01  -0.111487E+01   0.839837E+01   0.000000E+00  -0.103610E+01   0.995320E-01   0.581619E-03
 0.840450E+01  0.000000E+00  -0.125000E+01   0.840450E+01   0.000000E+00  -0.116368E+01   0.000000E+00  -0.946468E-03
 0.867144E+01  0.285182E+00  -0.317793E-01   0.863813E+01   0.110598E+00  -0.297528E-01   0.555841E+00   0.544765E-02
 0.867144E+01  0.280264E+00  -0.167137E+00   0.863875E+01   0.105878E+00  -0.156491E+00   0.545639E+00   0.119919E-02
 0.867144E+01  0.268654E+00  -0.302495E+00   0.864019E+01   0.947387E-01  -0.283279E+00   0.521625E+00   0.222205E-02
 0.867144E+01  0.250352E+00  -0.437853E+00   0.864244E+01   0.771908E-01  -0.410158E+00   0.483981E+00   0.162090E-02
 0.867144E+01  0.225358E+00  -0.573211E+00   0.864550E+01   0.532499E-01  -0.537176E+00   0.433011E+00   0.142738E-02
 0.867144E+01  0.193671E+00  -0.708569E+00   0.864932E+01   0.229346E-01  -0.664379E+00   0.369161E+00   0.956947E-03
 0.867144E+01  0.155292E+00  -0.843926E+00   0.865388E+01   0.000000E+00  -0.791823E+00   0.293041E+00   0.604614E-03
 0.867144E+01  0.110220E+00  -0.979284E+00   0.865913E+01   0.000000E+00  -0.919563E+00   0.205444E+00   0.291118E-04
 0.867144E+01  0.584563E-01  -0.111464E+01   0.866501E+01   0.000000E+00  -0.104766E+01   0.107365E+00   0.191458E-03
 0.867144E+01  0.000000E+00  -0.125000E+01   0.867144E+01   0.000000E+00  -0.117618E+01   0.000000E+00  -0.689685E-03
 0.892419E+01  0.235895E+00  -0.284675E-01   0.889034E+01   0.662917E-01  -0.270089E-01   0.580422E+00   0.475004E-02
 0.892419E+01  0.231945E+00  -0.164193E+00   0.889093E+01   0.624286E-01  -0.155785E+00   0.570411E+00   0.117792E-02
 0.892419E+01  0.222430E+00  -0.299919E+00   0.889233E+01   0.531294E-01  -0.284580E+00   0.546315E+00   0.207464E-02
 0.892419E+01  0.207350E+00  -0.435645E+00   0.889456E+01   0.384110E-01  -0.413411E+00   0.508188E+00   0.157958E-02
 0.892419E+01  0.186704E+00  -0.571371E+00   0.889759E+01   0.182993E-01  -0.542302E+00   0.456143E+00   0.138521E-02
 0.892419E+01  0.160494E+00  -0.707097E+00   0.890142E+01   0.000000E+00  -0.671281E+00   0.390386E+00   0.957092E-03
 0.892419E+01  0.128718E+00  -0.842823E+00   0.890604E+01   0.000000E+00  -0.800383E+00   0.311254E+00   0.588885E-03
 0.892419E+01  0.913772E-01  -0.978548E+00   0.891140E+01   0.000000E+00  -0.929652E+00   0.219268E+00   0.222702E-03
 0.892419E+01  0.484712E-01  -0.111427E+01   0.891747E+01   0.000000E+00  -0.105914E+01   0.115177E+00   0.672058E-04
 0.892419E+01  0.000000E+00  -0.125000E+01   0.892419E+01   0.000000E+00  -0.118890E+01   0.000000E+00  -0.474389E-03
 0.916349E+01  0.187163E+00  -0.229429E-01   0.912920E+01   0.224052E-01  -0.220370E-01   0.604320E+00   0.378053E-02
 0.916349E+01  0.184186E+00  -0.159283E+00   0.912975E+01   0.194329E-01  -0.152994E+00   0.594691E+00   0.132520E-02
 0.916349E+01  0.176755E+00  -0.295622E+00   0.913111E+01   0.120206E-01  -0.283952E+00   0.570628E+00   0.190063E-02
 0.916349E+01  0.164868E+00  -0.431962E+00   0.913330E+01   0.187591E-03  -0.414914E+00   0.532082E+00   0.151409E-02
 0.916349E+01  0.148527E+00  -0.568302E+00   0.913631E+01   0.000000E+00  -0.545889E+00   0.478999E+00   0.126485E-02
 0.916349E+01  0.127731E+00  -0.704641E+00   0.914015E+01   0.000000E+00  -0.676890E+00   0.411370E+00   0.949762E-03
 0.916349E+01  0.102480E+00  -0.840981E+00   0.914481E+01   0.000000E+00  -0.807938E+00   0.329276E+00   0.609769E-03
 0.916349E+01  0.727750E-01  -0.977321E+00   0.915027E+01   0.000000E+00  -0.939062E+00   0.232970E+00   0.277191E-03
 0.916349E+01  0.386148E-01  -0.111366E+01   0.915651E+01   0.000000E+00  -0.107030E+01   0.122941E+00   0.592774E-04
 0.916349E+01  0.000000E+00  -0.125000E+01   0.916349E+01   0.000000E+00  -0.120171E+01   0.000000E+00  -0.293271E-03
 0.939006E+01  0.139109E+00  -0.128511E-01   0.935542E+01   0.000000E+00  -0.124849E-01   0.627517E+00   0.234802E-02
 0.939006E+01  0.137112E+00  -0.150312E+00   0.935590E+01   0.000000E+00  -0.146027E+00   0.618693E+00   0.153607E-02
 0.939006E+01  0.131750E+00  -0.287773E+00   0.935722E+01   0.000000E+00  -0.279563E+00   0.594948E+00   0.158490E-02
 0.939006E+01  0.123023E+00  -0.425234E+00   0.935936E+01   0.000000E+00  -0.413089E+00   0.556146E+00   0.139429E-02
 0.939006E+01  0.110932E+00  -0.562695E+00   0.936234E+01   0.000000E+00  -0.546604E+00   0.502096E+00   0.117204E-02
 0.939006E+01  0.954751E-01  -0.700156E+00   0.936618E+01   0.000000E+00  -0.680112E+00   0.432599E+00   0.887193E-03
 0.939006E+01  0.766536E-01  -0.837617E+00   0.937088E+01   0.000000E+00  -0.813625E+00   0.347510E+00   0.563710E-03
 0.939006E+01  0.544673E-01  -0.975078E+00   0.937643E+01   0.000000E+00  -0.947160E+00   0.246826E+00   0.260690E-03
 0.939006E+01  0.289161E-01  -0.111254E+01   0.938284E+01   0.000000E+00  -0.108075E+01   0.130789E+00   0.664109E-04
 0.939006E+01  0.000000E+00  -0.125000E+01   0.939006E+01   0.000000E+00  -0.121442E+01   0.000000E+00  -0.150979E-03
 0.960458E+01  0.918223E-01   0.805788E-02   0.956967E+01   0.000000E+00   0.805788E-02   0.649891E+00   0.145019E-02
 0.960458E+01  0.908026E-01  -0.131726E+00   0.957004E+01   0.000000E+00  -0.129318E+00   0.642942E+00   0.136205E-02
 0.960458E+01  0.874901E-01  -0.271511E+00   0.957126E+01   0.000000E+00  -0.266541E+00   0.620302E+00   0.129340E-02
 0.960458E+01  0.818812E-01  -0.411295E+00   0.957333E+01   0.000000E+00  -0.403751E+00   0.581748E+00   0.114447E-02
 0.960458E+01  0.739757E-01  -0.551079E+00   0.957627E+01   0.000000E+00  -0.540944E+00   0.526976E+00   0.936630E-03
 0.960458E+01  0.637736E-01  -0.690863E+00   0.958011E+01   0.000000E+00  -0.678120E+00   0.455622E+00   0.682404E-03
 0.960458E+01  0.512750E-01  -0.830647E+00   0.958485E+01   0.000000E+00  -0.815284E+00   0.367337E+00   0.413550E-03
 0.960458E+01  0.364799E-01  -0.970432E+00   0.959051E+01   0.000000E+00  -0.952445E+00   0.261892E+00   0.185504E-03
 0.960458E+01  0.193882E-01  -0.111022E+01   0.959710E+01   0.000000E+00  -0.108962E+01   0.139305E+00   0.515301E-04
 0.960458E+01  0.000000E+00  -0.125000E+01   0.960458E+01   0.000000E+00  -0.122684E+01   0.000000E+00  -0.571012E-04
 0.980769E+01  0.454197E-01   0.488862E-01   0.977260E+01   0.000000E+00   0.488862E-01   0.671444E+00   0.771433E-03
 0.980769E+01  0.451550E-01  -0.954345E-01   0.977279E+01   0.000000E+00  -0.945964E-01   0.667719E+00   0.825138E-03
 0.980769E+01  0.437488E-01  -0.239755E+00   0.977383E+01   0.000000E+00  -0.237646E+00   0.647882E+00   0.778260E-03
 0.980769E+01  0.411317E-01  -0.384076E+00   0.977577E+01   0.000000E+00  -0.380689E+00   0.610730E+00   0.677764E-03
 0.980769E+01  0.373037E-01  -0.528397E+00   0.977864E+01   0.000000E+00  -0.523720E+00   0.555867E+00   0.538607E-03
 0.980769E+01  0.322648E-01  -0.672717E+00   0.978246E+01   0.000000E+00  -0.666739E+00   0.482785E+00   0.377556E-03
 0.980769E+01  0.260149E-01  -0.817038E+00   0.978726E+01   0.000000E+00  -0.809746E+00   0.390945E+00   0.219170E-03
 0.980769E+01  0.185542E-01  -0.961359E+00   0.979306E+01   0.000000E+00  -0.952745E+00   0.279904E+00   0.936122E-04
 0.980769E+01  0.988256E-02  -0.110568E+01   0.979988E+01   0.000000E+00  -0.109575E+01   0.149489E+00   0.238883E-04
 0.980769E+01  0.000000E+00  -0.125000E+01   0.980769E+01   0.000000E+00  -0.123876E+01   0.000000E+00  -0.113337E-04
 0.100000E+02  0.000000E+00   0.127455E+00   0.999845E+01   0.000000E+00   0.127455E+00   0.296622E+01   0.283088E-05
 0.100000E+02  0.000000E+00  -0.255955E-01   0.999845E+01   0.000000E+00  -0.255955E-01   0.296622E+01   0.302313E-05
 0.100000E+02  0.000000E+00  -0.178646E+00   0.999845E+01   0.000000E+00  -0.178646E+00   0.296622E+01   0.308189E-05
 0.100000E+02  0.000000E+00  -0.331697E+00   0.999845E+01   0.000000E+00  -0.331697E+00   0.296622E+01   0.312689E-05
 0.100000E+02  0.000000E+00  -0.484747E+00   0.999845E+01   0.000000E+00  -0.484747E+00   0.296622E+01   0.317855E-05
 0.100000E+02  0.000000E+00  -0.637798E+00   0.999845E+01   0.000000E+00  -0.637798E+00   0.296622E+01   0.323759E-05
 0.100000E+02  0.000000E+00  -0.790848E+00   0.999845E+01   0.000000E+00  -0.790848E+00   0.296622E+01   0.329924E-05
 0.100000E+02  0.000000E+00  -0.943899E+00   0.999845E+01   0.000000E+00  -0.943899E+00   0.296622E+01   0.335674E-05
 0.100000E+02  0.000000E+00  -0.109695E+01   0.999845E+01   0.000000E+00  -0.109695E+01   0.296622E+01   0.340433E-05
 0.100000E+02  0.000000E+00  -0.125000E+01   0.999845E+01   0.000000E+00  -0.125000E+01   0.296622E+01   0.343962E-05
